"","title","movieInfo","point","review"
"260","해변의 에트랑제","https://movie.naver.com/movie/point/af/list.nhn?&page=26?st=mcode&sword=196375&target=after","10","BL은 처음인데 정~말 재밌어요. 진짜 넷플에 나온지 몇 주 지났는데 지금 본 거 후회 합니다... ㄹㅇㄹㅇ 정주행 할 거 같아요. 안 보신 분들은 꼭 봐야하는 명작이랍니다. "
"261","범털","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=193801&target=after","10","정말 아무생각없이 틀었는데 생각보다 잼남ㅋ사형수형님 말씀 마음에 와닿음.참고사세요 "
"262","모탈 컴뱃","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=202925&target=after","2","어렸을때본 모탈컴뱃이 더재미있었다고 느껴지는 여화.이건 게임처럼 잔인하지도안고 내용도 어중간하고...그냥 이번에 게임나온거 발담궈서 흥행해볼려고대충만든 영화느낌 "
"263","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=192620&target=after","2","강스카이님 다음엔 작품 잘 골라주세요~ 온전히 하늘님 때문에 봤는데...배우들 연기는 참 좋았지만...내용이 많이 아쉽네요 먼가...개연성이 없는 ... 어디서 감동을 받아야할지 기다리다 끝났어요...  추억 소환? 소환할 내용이 딱히 없는... 싸이월드나 아이러브스쿨로 쪽지라도 주고 받지 ... 그 시절 솔직히 편지 썼던 사람이 몇이나 됐을까 싶기도 하고... "
"264","아치와 씨팍","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=32470&target=after","10","마왕이 매우 그리워지는 진정한 명작 "
"265","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=192620&target=after","8","감상평을 스포일러라 생각하고 봤습니다.강소라 배우의 연기가흐름을 좀 깬다고 느꼈으나사람을 좋아하는 건 죄가 아니라 여겨져 용서했습니다.어릴적 내가 갖고 싶었던 책방이 배경이라 좋았구요.잔잔한 시집을 한 권 읽은듯한...^^밖으로 나오니 비가 오고 있었습니다.우산이 없어 비를 맞으며 걸어 오는데영화속에 다시 걸어들어간 느낌이었습니다.그 감동으로 감상평을 씁니다. "
"266","미나리","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=187310&target=after","6","할머니 연기빼고는  전부 별로 기대는 별로 안했지만  많이 아쉽네요 "
"267","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=192620&target=after","8","내가 이영화를 보기전 서복을봤다둘다 본사람이라면 알거다 서복에비하면 이건 기생충 도둑들급이다 "
"268","우리도 사랑일까","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=78845&target=after","8",""
"269","죽여주는 여자","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=146508&target=after","9",""
"270","고질라 VS. 콩","https://movie.naver.com/movie/point/af/list.nhn?&page=27?st=mcode&sword=191637&target=after","7","예상을 벗어나지않는 스토리. 고질라나 콩이나 어는 한쪽을 죽이면 섭하지. 공공의 적 덕분에 무승부로 결론 ㅋㅋ 영상은 압도적 스토리는 장난  때리나 "
"271","모탈 컴뱃","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=202925&target=after","4","일단은..주인공이 무슨 캐릭인지 모르겠고..문제는 전개가 너무 비상식적이라는 점.. 스토리 전개가 아예 개연성이 없다고 생각하면 마음이 편함. "
"272","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=192620&target=after","10","최소 다섯번 이상 더 볼 가치가 있는 영화 "
"273","미나리","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=187310&target=after","6","공감이 안되는분들은 평점 3~4점정도 줄정도의 수준,저는 6점을 주고 어릴때의 기억과 가족을 다시 생각해볼수 있는영화 였던거 같아요. "
"274","쥬만지: 넥스트 레벨","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=187349&target=after","4","아 할아버지 왜 자꾸..ㅠㅠㅠ 쥬만지 들어온순간부터 계속 짜증ㅠㅠ "
"275","세상을 바꾼 변호인","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=137865&target=after","10",""
"276","명탐정 코난: 비색의 탄환","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=203097&target=after","5","코난 극장판을 많이 본 건 아니지만 왜 이게 역대 극장판 중에 고평가를 받는지 도저히 이해가 안갔다. 코난 극장판이 추리물이 아니고 미션 임파서블이 된 건 이미 한참 전 이야기지만 그만큼 클라이막스 때는 항상 전율을 선사해줬었기에 괜찮았던건데 비색의 탄환은 정말 간만에 돈 주고 보기 너무 아까웠다는 생각이 들었다. 감동도 전율도 교훈도 영상미도 없었다. "
"277","진용","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=11141&target=after","10","정말 어릴적 우연히 보았는데 붉은 옷을 입고 불길속으로 뛰어들어가는 장면과 토기속 장군이 영생하며 연인을 기다린다는 소재가 너무 너무 인상이 깊어서 제목도 모르고 장면과내용만 얼핏 기억하다 최근 우연히 제목을 알아 소장하였습닏ㅏ다시봐도 너무 기억이 새롭고 좋네요 ㅠㅠㅠ "
"278","도굴","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=193194&target=after","10","코로나만 아니였으면 1000만 찍었을텐데ㅜㅜ 진짜 재밌는데 시기가 아쉽다 ㅜ "
"279","노바디 ","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=197520&target=after","10","액션, 코믹 어느것 하나 빠진것 없이 강추~^^ "
"280","카오산 탱고","https://movie.naver.com/movie/point/af/list.nhn?&page=28?st=mcode&sword=174261&target=after","9","이 영화를 다 보니, 이걸 놓치지 않고 본 저에게 칭찬해 주고 싶은 영화네요.처음 보는 사람을 친구로 알아가는 것 처럼 이 영화도 제목, 배우 모두 나?서?어 처음에는 좀 넘겨가며 봤지만, 중반 정도부터는 배우, 영상, 그리고 OST 모두 집중해서 보게 됐습니다.정말 좋았습니다. "
"281","울고 싶은 나는 고양이 가면을 쓴다","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=194321&target=after","7","영화가 주고픈 교훈이나 취지는 잘 전달된거 같은데 스토리 자체에 개연성이 조금 떨어지는 것도 있고 얼렁뚱땅 해피엔딩도 조금 의아했음. 모든 면에서 완벽하진 않지만 ost나 영상미면에서는 정말 좋았습니다 "
"282","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=192620&target=after","6","지루하고 특별한 내용이 없어요.. "
"283","그날, 바다","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=173653&target=after","10","마지막 봄봄 안타깝네요 ㅡㅡ "
"284","낙원의 밤","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=189050&target=after","2","차승원씨 연기랑 중간중간 섬세한 연출때문에 별 한개는 드리고 갑니다.전체적인 영화의 느낌은 ... 음 글쎄요.취향차이가 있을 수 있지만, 저는 별로 추천하고 싶지 않은 영화입니다. "
"285","미씽: 사라진 여자","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=142625&target=after","10","연기력 최고..입니다 "
"286","시월애","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=30306&target=after","10","내 인생영화 2번째…아련한 그 때 감성이 너무 그립다.다시는 돌아갈 수 없는 그 시절. "
"287","반도","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=185917&target=after","1","액션의 대부분이 차량씬 CG.억지 감동.배우가 아깝.내 시간이 아까운 영화엿다. "
"288","더 파더","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=191920&target=after","9","치매를 환자의 눈으로 보니 전혀 다르게 느껴지네요. 지금까진 간병하는 가족들이 어렵겠구나만 생각했지만, 이젠 치매 환자 본인이 겪는 고통도 새롭게 느껴지네요. 안쏘니 홉킨스의 연기가 남우주연상을 받을만 하네요 "
"289","클레멘타인","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=37886&target=after","10","역대 최고의 영화몇십억년 우주 역사 최고의 영화 "
"290","인싸","https://movie.naver.com/movie/point/af/list.nhn?&page=29?st=mcode&sword=200286&target=after","1","하...  음...  후... "
"291","지푸라기라도 잡고 싶은 짐승들","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=179181&target=after","2","영화에서 꼭 그리 여자를 줘패는 신을 넣어야만 했냐.. "
"292","적호서생","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=201920&target=after","1","결론부터 말하자면 극장에서 보다 나왔습니다. 피아니스트 보러 갔다가 그거 안된다고 해서 그냥 시간맞는 적호서생 봤는데 할말이 없게 하네요 "
"293","미녀 삼총사 3","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=186611&target=after","10","별 기대 안하고 봤는데 재밌음ㅋㅋㅋㅋ 크리스틴 스튜어트 개그가 뻘하게 웃김 "
"294","자산어보","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=189075&target=after","10","최근 상영하는 영화 중에 제일 나은것 같네요 "
"295","원더","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=151196&target=after","10","따뜻하고 감동적인 영화 "
"296","퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=196533&target=after","4","소재는 신선하지만 다소 루즈하고 예측 가능하며 오감만족이 되지 않음 "
"297","먼 훗날 우리","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=175092&target=after","10","사는곳은 달라도 감정은 다 같나봐 왠지 잠 못 이룰것만 같은 밤 "
"298","쉘 위 댄스","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=26333&target=after","10","취미만들고 싶어지는 영화 "
"299","마크맨","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=200900&target=after","3","테이큰을보며 가장 좋아하는 배우가 됐지만, 리암니슨의 시대는 끝난거 같다. 나이가 있어서 그런가 싶기도 한데 미임시리즈 보면 꼭 그런건 아닌거같은데 한마디로 최악이다. "
"300","신세계","https://movie.naver.com/movie/point/af/list.nhn?&page=30?st=mcode&sword=91031&target=after","10","찌르는 거, 총 맞는 거 등 못 보는 여자 사람인데 그런 장면만 가리고 재미있게 봄. 엘리베이터 씬은 닥치고 다 가림ㅋㅋㅋ 난 처음 보는 거였고 남편은 수차례 본 거였는데 봐도봐도 재미있다고 함ㅋㅋ 볼 때마다 다른 게 보인다나 ㅋㅋ "
"301","트라이얼 오브 더 시카고 7","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=192624&target=after","8","배우들 연기 진짜 감탄나온다, 연출도 좋고 "
"302","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=192620&target=after","4","연기력은 좋음 영상미 분위기도 좋음 근데 재미는 ㄹㅇ 없음 그냥 스토리가... 저게 뭐지 싶음 이해도 안가고 (내용이 어려워서가 아니라 남주의 행동이 이해가 안 감) 재미도 없음 스토리 없고 잔잔한 영상미 좋은 힐링물을 보고 싶다면 보세요 그런 취향 아니면 보다 나오고 싶으실 겁니다 "
"303","화녀","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=31132&target=after","1","상 받기전에는 존재도 몰랐는데 상 받으니 명작 "
"304","죽여주는 여자","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=146508&target=after","8","남성이 죽는 순간까지 여성의 희생을 향유한다는 것이 불편하지만 늙음과 죽음이라는 준엄한 현실 앞에 젊은이들 마저도 숙연해진다.  구차한 삶과 숭고한 죽음 사이의 외나무길을 인류애로 품으며 담담히 걸어가는 대배우에게 경외를 표한다. "
"305","찬실이는 복도 많지","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=189624&target=after","10","오랜만에 유쾌하고 즐거운 시간을 보내다 "
"306","악인전","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=177967&target=after","10","연기는 진짜 대박이다!! "
"307","낙원의 밤","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=189050&target=after","8","차승원의 독특한 연기가 깨알같이 매력있다.엄태구와 박호산의 연기또한 말할 것도 없이 훌륭하다. "
"308","클라우스","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=191613&target=after","8","어떡해 1시간이  이렇게 빨리  지날갈수 있는거냐벌써  끝났네.. "
"309","지푸라기라도 잡고 싶은 짐승들","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=179181&target=after","10","오랜만에 시간 가는줄 모르고 몰입해서 본 영화~!! "
"310","크루즈 패밀리","https://movie.naver.com/movie/point/af/list.nhn?&page=31?st=mcode&sword=79435&target=after","10","디즈니 못지 않게 잘 만든 애니메이션 퀄리티랑 그림체도 멋짐 "
"311","감쪽같은 그녀","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=171752&target=after","10","진짜 너무 슬펐어요 원래 잘 안 우는데 이거 보고 계속 울었던거 같아요 "
"312","미나리","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=187310&target=after","2","결말이 없네요..?? "
"313","더 파더","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=191920&target=after","6","신선한 시선이예요. 근데 좀 헷갈려요. 그리고 결국에는... 쫌 졸아버렸어요 ㅠ.ㅠ "
"314","더 스파이","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=191914&target=after","8","그의직업이 평범한 세일즈맨이었다는게..실제 인터뷰장면이 안 잊혀진다 진짜 하나도 안억울해보임 이런 분들은 유전자부터 다른가봄 "
"315","어느 가족","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=172174&target=after","10","당연하다 여겼던 가족,엄마,아빠라는 단어가 당연하지 않게 느껴지는 영화 "
"316","사랑이 지나간 자리","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=146736&target=after","10","스토리며, 연기이며뭐랄까 한동안 오랫동안 감동이남아있을것같아요두어시간이 정말 꿈같이~ 실제 사는 사람의 삶을 본것같은~~ 배우들의 연기도 최고각본과연출~~ 역시 최고 "
"317","내일의 기억","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=185293&target=after","4","좀 억지인 부분이 많아서 코미디같았던 영화..; 무슨...말도 안 되는....반전에 반전이지만 너무 뻔한 스토리라 그저 그랬다 ; "
"318","명탐정 코난: 비색의 탄환","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=203097&target=after","6","점점 액션물 되가고있음 "
"319","트랜스포머","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=61521&target=after","10","트랜스포머5까지 정주행하고 다시왔다. 트랜스포머1은 레전드 오브 레전드.. "
"320","리벤져","https://movie.naver.com/movie/point/af/list.nhn?&page=32?st=mcode&sword=173884&target=after","10","재밌게 보았습니다 앞으로의 브루스 칸의행보가 주목되네요 ^^ "
"321","원더","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=151196&target=after","10","강력 추천합니다 초등 이상 아이를 두신 부모님들 꼭 같이 보시기를 바라요 "
"322","패스트 & 퓨리어스 - 도쿄 드리프트","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=60488&target=after","10","이게 진짜 분노의 질주 아니냐       스토리고  뭐고  자동차가  제대로  나와야 분노의 질주지 대체 자동차 영화에 뭘 바라는거여...?이게 분노의 질주의 본질이지.   다른 개연성이나 감정선 살리려면 당연히 분량 어정쩡해지고 더 이상해질거란 생각 안드나제일 선택과 집중에 성공한 필름이라고 생각되는데?        별점 이해 안되네 "
"323","양들의 침묵","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=10504&target=after","8","아니 겁나 쫄깃하니 재미있긴 한데, 그런데 무슨 말을 하고 싶은 건감? 그리고 제목은 무슨 상관? "
"324","미나리","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=187310&target=after","10","먼 미국 땅까지 가서 서로를 구원해보겠다고, 잘 살아보려하는 가족들의 마음이 절절하다. 담담한 대사와 언뜻 보면 건조해보이는 연출과 연기는 그 안에 숨어있는 열망과 외로움, 애틋함, 사랑을 더욱 돋보이게 한다. "
"325","자산어보","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=189075&target=after","10","흑백이 컬러보다 화려할수 있다. "
"326","노매드랜드","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=196215&target=after","10","사막과 우리의 삶이 많이 닮아 있네요~ "
"327","더 스파이","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=191914&target=after","10","화려한 액션은 없지만 연기력으로 압도하는 영화 "
"328","명탐정 코난: 감청의 권","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=182001&target=after","8","아니 뭐 불매고 나발이고 재밌게봤음.... 불매할사람은 많이하셈 난 안할테니까 불매할사람은 하고 안할사람은 하지마 제발 강요하지마ㅋㅋㅋㅋ "
"329","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=196051&target=after","10","부자간에 손 잡고 울뻔했네요 "
"330","죽여주는 여자","https://movie.naver.com/movie/point/af/list.nhn?&page=33?st=mcode&sword=146508&target=after","10","좋은영화입니다이런작품은 어두운 내용같지만반드시 다루어져야할 사실적인 내용같았습니다 의미있게 잘 감상했습니다윤여정배우님 연기 또한 훌륭했어요 "
"331","심플 라이프","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=86382&target=after","8","잔잔하게 흐르는 살아있는 스토리가 감동적임.쿠아론감독의 영화 ‘ROME’ 와 느낌적인 느낌이 비슷하게 느껴진건 나만 그런건가보네요. 주인공이 영화감독이라 더욱 그렇게 느껴진거 같음.감동이 있어서 좋았으나, 중간에 파티장면에서 ‘한복’ 입은 장면은 좀 어리둥절 . "
"332","화려한 휴가","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=58018&target=after","10","아직까지여운이남네요 "
"333","용길이네 곱창집","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=159879&target=after","10","생각 이상으로 재일교포들이 힘든 시간들을 보냈음을 깨닫게 되었다. 희망조차 느낄 수 없는 내용들이 이어져서 먹먹했다.그때의 시대상의 그대로를 편견없이 이해하고 보면 좋을 것 같다.또한 몇몇 아는 일본 배우들과 한국 배우들의 콜라보레이션, 일본인들이 아버지, 어머니를 한국어로 말하는 것이 정겹게 느껴졌다. "
"334","닥터 지바고","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=10103&target=after","10","풍경이너무너무좋아요 "
"335","자산어보","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=189075&target=after","10","너무 감명깊게 봐서 흑산도 가보고 싶을정도여서 검색해보니 4시간이 넘게 걸리는 ㅠㅠ "
"336","노매드랜드","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=196215&target=after","10","영화보면서 수차례 눈물이 나더군요. 사막을 차로 가로지르면서 가는 장면에서도 눈물이 나고 그냥 뭉쿨뭉쿨하더군요. 내가 원하는 인생인가봅니다. 공감이 많이 갔습니다. 엔딩에 끝없이 펼쳐진 길을 보면서 웃으면서 그 길을 가는 장면이 인상적입니다. 인간은 자연의 품안에 있고 싶어 합니다. 특히 상처 받은 사람들은 더요. "
"337","더 스파이","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=191914&target=after","10","세련된 영화. 특히 연출과 연기가 전반적으로 고급스럽고 세련됐어요. "
"338","소스 코드","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=82428&target=after","10","너무나도 좋아하는 영화 "
"339","좋은 빛, 좋은 공기","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=198304&target=after","10","이 시점 우리가 꼭 봐야 할 영화. "
"340","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=34?st=mcode&sword=196051&target=after","10","탄지로 또 칼 뺏겼다고 처맞겠네.. "
"341","데몰리션","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=133424&target=after","6","여잘 믿어선 안되는 이유 "
"342","더 스파이","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=191914&target=after","9","실화 바탕이라는 점에서 충분히 볼 가치가 있습니다!! 베네딕트 연기가 진짜 돋보인 영화 ㅎㅎ 몰입이 잘 돼서 지루하지 않게 잘 봤어요!!! "
"343","지구","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=44997&target=after","7","하지만 인간은 변하지 않을것을 알기에.. "
"344","에브리바디 원츠 썸!!","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=130972&target=after","7","별거 없는 이야기인데 별거인것처럼 느껴진다. "
"345","카오산 탱고","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=174261&target=after","4","힘들거나 지칠때 도망치듯 떠났던 방콕이 그리워 보게됐는데 배우들 발연기에 지친다..  골목에서 말 다툼하는 장면에서 뒤에 벤이 기다리고 있어서 참 착한분이다 생각하며 보다가 아 조명대신 사용한거구나 생각이 드네ㅋㅋㅋㅋ "
"346","핵소 고지","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=142305&target=after","7","그는 지키는 군인이었다 "
"347","아이리시맨","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=154298&target=after","6","아직 이해하긴 어려운 이야기 "
"348","서복","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=159074&target=after","1","보는 내내 이 영화가 언제쯤 끝날까? 빨리좀 끝났으면.. 하는 생각이 점점 짙어졌다.감동포인트엔 이게 왜 감동스러운지 모르겠는데 지들끼리 울고 자빠져있고, 서복은 갖혀있는 동안 잠도 안자고 책을 읽었다는데 아무리 바깥세상 처음이라지만 빡대가리를 넘어 바보같이 보이기 위해 노력하는게 아닌가 싶을 정도였다.감동코드도 이상하고 스토리도 진부하고 영화 내내 고구마만 먹다 끝난기분.특히 끝에 '절 막으려면 쏘쎄여~~~' ㅋㅋㅋ 에혀.. "
"349","모탈 컴뱃","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=202925&target=after","4","이번엔 전작들과 다를까 기대했었는데, 팬입장에선 많이 아쉽네요. 그냥 재탕인듯. "
"350","고질라 VS. 콩","https://movie.naver.com/movie/point/af/list.nhn?&page=35?st=mcode&sword=191637&target=after","10",""
"351","마담 뺑덕","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=118974&target=after","1","모든것이 빵점이다. 마담빵점....와....진짜 할말이없다.  이거 볼시간에 공원가서 잡초 뽑는게 더 의미있는 일일듯 "
"352","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=192620&target=after","9","가슴이 따뜻해지는 영화입니다.  결말은 관객들 각자에게 남겨졌네요. "
"353","미스터 주: 사라진 VIP","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=177509&target=after","5","다른것보다 cg가 너무 자연스럽지않다 "
"354","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=192620&target=after","10","정말 너무 좋아요. 최고였어요. ㅠㅠ "
"355","고질라 VS. 콩","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=191637&target=after","10","메카 고질라의 상대로 콩하고 고질라가 협력하는거 보고 ㄹㅇ 웅장이 가승해짐액션도 ㄹㅇ 웅장이 가슴해짐 "
"356","어벤져스","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=72363&target=after","8","히어로 영화를 볼때마다 항상 생각했던 그 장면, 주인공들이 모두 모여 역경을 이겨내는 "
"357","마크맨","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=200900&target=after","4","지루한 서부영화 "
"358","지푸라기라도 잡고 싶은 짐승들","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=179181&target=after","6","정우성 연기 최악 "
"359","낙원의 밤","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=189050&target=after","10","엄태구씨 멋졌어요 살짝 스토리가 삼류로 가려다 끝까지 놓지않은 연기력들때문에 살린영화같습니다 배우들이 열일한 영화라고 생각듭니다 간만에 한국영화 좋았습니다 "
"360","리멤버","https://movie.naver.com/movie/point/af/list.nhn?&page=36?st=mcode&sword=81324&target=after","10","영화라고 느껴지지 않는다. 현실... 말그대로 사실적인 "
"361","슬픔보다 더 슬픈 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=51781&target=after","10","인생영화.... 몇년만에 다시보는데도 미친슬픔....엉엉울수있음...참고로 평점 처음이자 마지막으로 쓰는걸듯... "
"362","고질라 VS. 콩","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=191637&target=after","6","치고 박는 장면만 기억나요. 다만 스토리가 부실해서 이해하려면 전작들을 정주행하는 것도 필요해요. 싸움연출은 좋았어요. "
"363","어느 가족","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=172174&target=after","10","일본 영화의 이상, 일본 사회의 현실, 어느 거장의 온화하며 냉철한 걸작. "
"364","영주","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=164102&target=after","7","마지막에 영주가 죽지도 못하고 서럽게 우는 장면이 너무 가슴아프네요. "
"365","극한직업","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=167651&target=after","8","0OOO 중국 비밀경찰랍스터캅 리메이크영화? "
"366","노바디 ","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=197520&target=after","10","매우 재밌습니다. 강력추천합니다. "
"367","비와 당신의 이야기","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=192620&target=after","4","영화에 집중 못하고 정신 똑바로 차리며 봤네요. 정말 별거아닌 내용을 영화로 만든듯... "
"368","소스 코드","https://movie.naver.com/movie/point/af/list.nhn?&page=37?st=mcode&sword=82428&target=after","10","여운이 남는 영화그것만으로도 내겐 10점이다 "
